CH_TIMESTAMP,CH_SYMBOL,CH_SERIES,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL
2023-10-17,RELIANCE,EQ,2359.7,2341.3,2356.0,2355.25,3964090,9317649591.75
2023-10-16,RELIANCE,EQ,2354.55,2336.0,2345.0,2344.05,2964518,6956522674.05
2023-10-13,RELIANCE,EQ,2357.5,2329.15,2340.0,2349.3,5075158,11898999931.9
2023-10-12,RELIANCE,EQ,2359.35,2338.15,2343.85,2349.4,6277225,14756275104.15
2023-10-11,RELIANCE,EQ,2349.7,2313.0,2314.45,2345.05,4907059,11452367310.5
2023-10-10,RELIANCE,EQ,2317.9,2303.75,2306.55,2308.4,5118016,11817666201.85
2023-10-09,RELIANCE,EQ,2311.95,2295.0,2308.1,2298.25,3788439,8724597410.05
2023-10-06,RELIANCE,EQ,2324.8,2312.05,2317.05,2318.0,2715513,6296730156.55
2023-10-05,RELIANCE,EQ,2329.4,2309.0,2319.25,2314.1,5476841,12692181391.5
2023-10-04,RELIANCE,EQ,2319.0,2295.1,2309.0,2314.15,5143193,11851141943.5
2023-10-03,RELIANCE,EQ,2335.6,2316.0,2329.95,2318.15,4429528,10285526678.7
2023-09-29,RELIANCE,EQ,2369.1,2334.1,2341.8,2345.0,6171007,14507525911.6
2023-09-28,RELIANCE,EQ,2383.0,2325.0,2383.0,2334.1,7259173,17073806729.35
2023-09-27,RELIANCE,EQ,2371.8,2338.5,2343.5,2368.9,5861389,13807821671.35
2023-09-26,RELIANCE,EQ,2350.2,2335.6,2338.55,2342.5,5043891,11814581030.5
2023-09-25,RELIANCE,EQ,2360.7,2335.1,2350.4,2340.45,7127442,16703285186.15
2023-09-22,RELIANCE,EQ,2382.45,2350.0,2376.0,2354.95,9588393,22661897562.05
2023-09-21,RELIANCE,EQ,2390.1,2360.0,2374.95,2364.8,6113091,14492294094.8
2023-09-20,RELIANCE,EQ,2427.6,2355.0,2423.05,2382.15,28540942,67864489357.8
2023-09-18,RELIANCE,EQ,2451.0,2432.05,2440.05,2436.45,3758150,9178715239.4
2023-09-15,RELIANCE,EQ,2468.0,2449.5,2468.0,2457.85,12734296,31304996690.8
2023-09-14,RELIANCE,EQ,2465.8,2445.0,2460.0,2453.3,4604818,11301141212.65
2023-09-13,RELIANCE,EQ,2462.65,2426.25,2440.0,2451.05,6401669,15695491695.65
2023-09-12,RELIANCE,EQ,2483.0,2435.95,2483.0,2438.85,8127833,19927245602.5
2023-09-11,RELIANCE,EQ,2476.85,2452.0,2452.0,2474.6,6635537,16382249910.1
2023-09-08,RELIANCE,EQ,2456.0,2422.95,2440.0,2448.2,11554644,28145173638.3
2023-09-07,RELIANCE,EQ,2438.25,2411.0,2421.7,2432.0,6826286,16552769825.75
2023-09-06,RELIANCE,EQ,2436.15,2417.25,2421.1,2428.7,4100185,9953029723.5
2023-09-05,RELIANCE,EQ,2433.95,2412.45,2420.0,2423.6,4337938,10511762468.35
